id_del_proceso,entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,tipo_de_contrato,codigo_principal_de_categoria,fecha_de_publicacion,fecha_adjudicacion,duracion,unidad_de_duracion,precio_base,valor_total_adjudicacion,adjudicado,estado_del_procedimiento,proveedores_invitados,conteo_de_respuestas_a_ofertas,departamento_proveedor,ciudad_proveedor,nombre_del_proveedor
CO1.REQ.3116083,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,109,día(s),14092000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9142529,ESE HOSPITAL SAN VICENTE DE PAUL DE PAIPA,Boyacá,Paipa,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101601,,,2,Mes(es),5000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1361624,UAESPE,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.84111505,,,6,Mes(es),30000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10904301,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101600,,,150,día(s),15750000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1612289,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,60,día(s),3113348,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4994032,HOSPITAL FRANCISCO DE PAULA SANTANDER EMPRESA SOCIAL DEL ESTADO,Cauca,Santander De Quilichao,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85121600,,,31,día(s),5775000,0,No,Borrador,0,0,No Definido,No Definido,No Definido
CO1.REQ.4324951,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,218,día(s),72666667,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4848925,ALCALDÍA MUNICIPIO DE PALMIRA,Valle del Cauca,Palmira,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),12000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10943098,UNIDAD CENTRAL DEL VALLE DEL CAUCA,Valle del Cauca,Tuluá,Territorial,Contratación Directa (con ofertas),Compraventa,V1.55101500,,2026-09-02T00:00:00.000,20,día(s),203108719,203108719,Si,Seleccionado,1,0,No Definido,No Definido,EDICIONES DE LA U LTDA
CO1.REQ.1680515,RNEC,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Arrendamiento de inmuebles,V1.80131502,,,12,Mes(es),17400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8648447,UNIVERSIDAD DE LA GUAJIRA,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111701,,,5,Mes(es),22064250,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9363897,EMPRESA DE VIVIENDA DE ANTIOQUIA-VIVA,Antioquia,Medellín,Territorial,Contratación régimen especial,Obra,V1.72111000,,,2,Mes(es),114872958,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10392839,E.S.E. HOSPITAL DEPARTAMENTAL INTERCULTURAL RENACER,Guainía,Inírida,Territorial,Contratación régimen especial,Prestación de servicios,V1.80161800,,,11,Mes(es),140000000,0,No,Publicado,0,0,No Definido,No Definido,Delmer Garzón Sánchez
CO1.REQ.10101074,UNIVERSIDAD DE NARIÑO,Nariño,Pasto,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,157,día(s),27651350,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2936416,MUNICIPIO EL RETIRO,Antioquia,Retiro,Territorial,Mínima cuantía,Prestación de servicios,V1.78102200,,2022-03-23T00:00:00.000,9,Mes(es),13441200,9684000,Si,Seleccionado,0,0,Distrito Capital de Bogotá,Bogotá,SERVICIOS POSTALES NACIONALES S.A.S
CO1.REQ.9570080,UNIVERSIDAD DE PAMPLONA,Norte de Santander,Pamplona,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,146,día(s),12215333,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10220269,UNAD,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111620,,,11,Mes(es),33453000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10239166,EMPRESAS PUBLICAS DE AIPE SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS,Huila,Aipe,Territorial,Contratación régimen especial,Prestación de servicios,V1.81101500,,,12,Mes(es),50883333,0,No,Publicado,0,0,No Definido,No Definido,FAIBER SANDOVAL CUMBE
CO1.REQ.7331383,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA INMACULADA,Magdalena,Pivijay,Territorial,Contratación régimen especial,Prestación de servicios,V1.72103300,,,17,día(s),1880000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7558683,INSTITUCIÓN UNIVERSITARIA ITM,Antioquia,Medellín,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,157,día(s),26871000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9345498,E.S.E. HOSPITAL EL SALVADOR DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101601,,,60,día(s),4200000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1697023,ALCALDIA DE PASTO,Nariño,Pasto,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),8400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9674530,GOBERNACIÓN DE BOYACÁ,Boyacá,Tunja,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,7,Mes(es),32430860,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3750943,MUNICIPIO DE LA CALERA CUNDINAMARCA,Cundinamarca,La Calera,Territorial,Mínima cuantía,Compraventa,V1.44122107,,,0,día(s),24498530,0,No,Abierto,0,0,No Definido,No Definido,No Definido
CO1.REQ.8077443,UNIVERSIDAD DE PAMPLONA,Norte de Santander,Pamplona,Territorial,Contratación régimen especial,Arrendamiento de muebles,V1.80131500,,,9,Mes(es),52830000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3778219,CENS,Norte de Santander,Cúcuta,Nacional,Contratación régimen especial,Suministros,V1.39121000,,,610,día(s),540674847,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5221951,DEPARTAMENTO DEL ATLANTICO**,Atlántico,Barranquilla,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,50,día(s),91958000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1589065,CIAC S.A.,Distrito Capital de Bogotá,Bogotá,Corporación Autónoma,Contratación régimen especial,Otro,V1.80101500,,,64,día(s),586551,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.11038451,INSTITUCION EDUCATIVA EL CARMEN,Magdalena,Ciénaga,Territorial,Contratación régimen especial,Prestación de servicios,V1.72102900,,,0,día(s),5730000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2065849,Contraloría Municipal de Pereira,Risaralda,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80101500,,,30,día(s),4593333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8595358,MUNICIPIO DE CHIQUINQUIRA+,Boyacá,Chiquinquirá,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,140,día(s),11293333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10378501,CEHANI E.S.E,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,88,día(s),6092000,0,No,Publicado,0,0,Nariño,Pasto,ALVARO HERNAN JOSA
CO1.REQ.6579702,INSTITUTO COLOMBIANO AGROPECUARIO - ICA,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Prestación de servicios,V1.81101700,,2024-08-12T00:00:00.000,100,día(s),54286492,54286492,Si,Seleccionado,0,0,Distrito Capital de Bogotá,No Definido,KASSEL GROUP S.A.S.
CO1.REQ.6579702,INSTITUTO COLOMBIANO AGROPECUARIO - ICA,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Prestación de servicios,V1.81101700,,2024-08-12T00:00:00.000,100,día(s),54286492,54286492,Si,Seleccionado,0,0,Distrito Capital de Bogotá,No Definido,KASSEL GROUP S.A.S.
CO1.REQ.2807797,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,"San Andrés, Providencia y Santa Catalina",San Andrés,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),11792825,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3194584,HOSPITAL SAN JUAN DE DIOS DE HONDA ESE,Tolima,Honda,Territorial,Contratación régimen especial,Prestación de servicios,V1.85121600,,,1,Mes(es),75000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4272327,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ - E.S.P.,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80101706,,,7,Mes(es),42784000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5395700,HOSACRUZ,La Guajira,Urumita,Territorial,Contratación régimen especial,Suministros,V1.51101500,,,2,día(s),794907,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9058539,EMPSA ESP,Nariño,Túquerres,Territorial,Contratación régimen especial,Prestación de servicios,V1.78131600,,,86,día(s),5916000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6979741,ICBF REGIONAL VALLE DEL CAUCA,Valle del Cauca,Cali,Nacional,Contratación régimen especial,Otro,V1.93141500,,,85,día(s),726862500,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6174007,E.S.E HOSPITAL SAN RAFAEL DE CAQUEZA,Cundinamarca,Caqueza,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101600,,,6,Mes(es),24000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3127016,"Ministerio de las Culturas, las Artes y los Saberes",Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.93141701,,,58,día(s),17512000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.407846,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,2,Mes(es),3000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6859864,ESE HOSPITAL SAN RAFAEL DE FUSAGASUGÁ,Cundinamarca,Fusagasugá,Territorial,Contratación régimen especial,Compraventa,V1.40101502,,,1,Mes(es),1461915,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7302643,ALCALDÍA MUNICIPIO DE BELLO,Antioquia,Bello,Territorial,Contratación directa,Prestación de servicios,V1.80111620,,,20,día(s),2133333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6978745,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),19656000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6978745,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),19656000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7910905,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE ZAPATOCA,Santander,Zapatoca,Territorial,Contratación régimen especial,Suministros,V1.51101500,,,119,día(s),20000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3359214,UNIVERSIDAD DEL TOLIMA,Tolima,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.93151501,,,4,Mes(es),8000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9752845,ESAP SEDE CENTRAL (Cuenta Oficial),Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.93151500,,,0,día(s),137904000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7410162,ESE CENTRO DE SALUD CAMILO RUEDA DE VILLANUEVA,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111701,,,6,Mes(es),12012000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.5802648,ALCALDIA MUNICIPIO DE VILLAVICENCIO,Meta,Villavicencio,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),53100000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.11005146,ESE HOSPITAL MANUEL URIBE ANGEL,Antioquia,No Definido,Territorial,Contratación régimen especial,Suministros,V1.48111108,,,114,día(s),22488400,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2853471,INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE IBAGUE,Tolima,Ibagué,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,6,Mes(es),21000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3855419,GOBERNACIÓN DE BOYACÁ,Boyacá,Tunja,Territorial,Contratación directa,Prestación de servicios,V1.93131608,,,210,día(s),433713615,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6453516,"Ministerio de las Culturas, las Artes y los Saberes",Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial (con ofertas),Decreto 092 de 2017,V1.93141702,,2024-07-23T00:00:00.000,0,día(s),3865000000,4332000000,Si,Seleccionado,0,0,No Definido,No Definido,Fundación Arteria
CO1.REQ.3884493,GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,101,día(s),7920000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2816941,INSTITUTO DE DESARROLLO URBANO,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.84111502,,,345,día(s),175076000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4353204,FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DE TIBASOSA - FOMVITI,Boyacá,Tibasosa,Territorial,Contratación directa,Arrendamiento de inmuebles,V1.71161202,,,270,día(s),0,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7002994,LA CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - AGROSAVIA,Cundinamarca,Mosquera,Nacional,Contratación régimen especial,Suministros,V1.80141600,,,30,día(s),0,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5254472,UNIVERSIDAD TECNOLÓGICA DE PEREIRA,Risaralda,Pereira,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111701,,,59,día(s),8750000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7140934,EMPRESA DE SERVICIOS PUBLICOS SAN AGUSTÍN E.S.P.,Huila,San Agustín,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,2,Mes(es),4600000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8495774,INSTITUCION EDUCATIVA SUCRE,Nariño,Ipiales,Nacional,Contratación régimen especial,Suministros,V1.43211500,,,5,día(s),27632405,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4489626,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,24,día(s),2460448,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8854142,EMPRESA SOCIAL DEL ESTADO BELLOSALUD,Antioquia,Bello,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,82,día(s),15033333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9968831,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80101604,,,330,día(s),40194396,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5968436,CAMARA DE REPRESENTANTES,Distrito Capital de Bogotá,No Definido,Nacional,Contratación Directa (con ofertas),Otro,V1.83111700,,2024-03-26T00:00:00.000,282,día(s),36048003,36048003,Si,Seleccionado,537,0,Antioquia,Medellín,INTERNEXA S.A.
CO1.REQ.4063506,DICITEC SEM SAS (Perfil Entidad),Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,87,día(s),10853333,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6693790,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),23805000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10483876,ESE METROSALUD,Antioquia,Medellín,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,60,día(s),2900000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7276932,ALCALDÍA MUNICIPAL DE CANDELARIA VALLE,Valle del Cauca,Candelaria,Territorial,Contratación directa,Comodato,V1.95121700,,,0,día(s),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2333836,MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Territorial,Selección abreviada subasta inversa,Suministros,V1.46181600,,,2,Mes(es),60000000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.823429,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Distrito Capital de Bogotá,Bogotá,Nacional,Solicitud de información a los Proveedores,No,V1.93141506,,,9,Mes(es),0,0,No,Evaluación,112,0,No Definido,No Definido,No Definido
CO1.REQ.7243838,ALCALDIA MUNICIPAL DE BUGA,Valle del Cauca,Guadalajara De Buga,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,30,día(s),1500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1120848,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.**,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación régimen especial (con ofertas),Prestación de servicios,V1.85161502,,2020-02-28T00:00:00.000,3,Mes(es),30000000,20955000,Si,Seleccionado,0,0,No Definido,No Definido,MEMCO S.A.S
CO1.REQ.8903144,HOSPITAL CENTRAL DE LA POLICIA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,180,día(s),24024000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8772466,E.S.E HOSPITAL CARISMA,Antioquia,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85121608,,,80,día(s),17412133,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7723615,SERVICIO NACIONAL DE APRENDIZAJE SENA - REGIONAL VAUPES,Vaupés,No Definido,Nacional,Solicitud de información a los Proveedores,No Especificado,V1.46191601,,,0,día(s),0,0,No,Evaluación,202,0,No Definido,No Definido,No Definido
CO1.REQ.7790491,ESE HOSPITAL EDUARDO SANTOS,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101601,,,3,Mes(es),9795000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.720406,PERSONERÍA DE BOGOTA,Distrito Capital de Bogotá,No Definido,Corporación Autónoma,Contratación directa,Prestación de servicios,V1.80121900,,,344,día(s),60200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10755658,ALEJANDRO PROSPERO REVEREND E.S.E.,Magdalena,Santa Marta,Territorial,Contratación régimen especial,Prestación de servicios,V1.85121608,,,90,día(s),10800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3847282,"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),6600000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4098530,SENA REGIONAL GUAJIRA Grupo Mixto de Apoyo Administrativo,La Guajira,Riohacha,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,314,día(s),189391320,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.754362,"SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.92101701,,,330,día(s),46906200,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3076484,CORPOAMAZONIA - CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA1,Putumayo,Mocoa,Nacional,Concurso de méritos abierto,Consultoría,V1.80161500,,,0,día(s),43116497,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.3237960,(Secretaría Distrital de Integración Social),Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,166,día(s),18033133,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.823363,DIRECCION DE ANTINARCOTICOS,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Suministros,V1.15101500,,2019-05-04T00:00:00.000,75,día(s),7727777778,84973069,Si,Abierto,0,0,Distrito Capital de Bogotá,No Definido,ENERGIZAR S.A.S.
CO1.REQ.8035676,UNIVERSIDAD DEL CAUCA,Cauca,Popayán,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111701,,,287,día(s),71000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2152306,DILOF,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80121700,,,171,día(s),48000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9307878,INSTITUCION EDUCATIVA SANTIAGO APOSTOL,Sucre,San Benito Abad,Territorial,Contratación régimen especial,Compraventa,V1.43211508,,,4,día(s),6874000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.613405,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,52,día(s),23759590,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7951086,AGENCIA DE DESARROLLO RURAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),15900000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7951086,AGENCIA DE DESARROLLO RURAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,3,Mes(es),15900000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5092464,AGUAS Y ASEO DE YONDO S.A. E.S.P.,Antioquia,Yondó,Territorial,Contratación régimen especial,Suministros,V1.24101500,,,5,Mes(es),3076646628,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3846424,UNIDAD EJECUTORA DE SANEAMIENTO DEL VALLE DEL CAUCA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,105,día(s),24000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3229379,SOCIEDAD  TEQUENDAMA S.A.,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.50405700,,,5,Mes(es),1904965,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5953103,LA CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - AGROSAVIA,Cundinamarca,Mosquera,Nacional,Contratación régimen especial,Otro,V1.93141905,,,0,día(s),6067733902,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.341004,ALCALDIA LOCAL DE PUENTE ARANDA-FONDO DE DESARROLLO LOCAL,Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111700,,,10,Mes(es),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5910454,DEPARTAMENTO DE CUNDINAMARCA- SECRETARIA DE SALUD,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,80,día(s),10965339,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10955103,DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,Distrito Capital de Bogotá,Bogotá,Territorial,Solicitud de información a los Proveedores,No Especificado,V1.81111800,,,1,Año(s),0,0,No,Evaluación,1636,0,No Definido,No Definido,No Definido
CO1.REQ.6145318,ESE HOSPITAL SAN JOSE DE MAICAO,La Guajira,Maicao,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111500,,,9,Mes(es),19800000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9460830,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,Valle del Cauca,Cali,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.41116105,,,30,día(s),21100000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7842309,INSTITUTO COLOMBIANO AGROPECUARIO - ICA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,10,Mes(es),52920000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7553465,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO TERRITORIAL Y PARTICIPACION CIUDADANA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,97,día(s),7098000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5868583,CENTRO DE SALUD PROVIDENCIA ESE,Nariño,Providencia,Territorial,Contratación régimen especial,Prestación de servicios,V1.85121608,,,8,Mes(es),40000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
