id_del_proceso,entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,tipo_de_contrato,codigo_principal_de_categoria,fecha_de_publicacion,fecha_adjudicacion,duracion,unidad_de_duracion,precio_base,valor_total_adjudicacion,adjudicado,estado_del_procedimiento,proveedores_invitados,conteo_de_respuestas_a_ofertas,departamento_proveedor,ciudad_proveedor,nombre_del_proveedor
CO1.REQ.9096436,FISCALÍA GENERAL DE LA NACIÓN REGIONAL CENTRAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Otro,V1.86141502,,,5,Año(s),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5417418,E.S.E. CENTRO DE SALUD SAN JOSE DE ALBAN,Nariño,Albán,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,30,día(s),1160000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7119816,ESE CENTRO,Valle del Cauca,Cali,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80101500,,,1,Mes(es),20000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7385573,RNEC,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Arrendamiento de inmuebles,V1.80131500,,,12,Mes(es),61800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9374413,EMPRESA DE SERVICIOS PUBLICOS MUNICIPIO DE VILLETA*,Cundinamarca,Villeta,Territorial,Contratación régimen especial,Prestación de servicios,V1.71121200,,,31,día(s),14008443,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1770848,SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,Cauca,Popayán,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,273,día(s),34175050,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2740993,MUNICIPIO DE SANTA ROSA DE CABAL,Risaralda,Santa Rosa De Cabal,Territorial,Contratación directa,Prestación de servicios,V1.85101705,,,6,Mes(es),9300000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2977678,REGIONAL DE ASEGURAMIENTO EN SALUD No. 1,Distrito Capital de Bogotá,No Definido,Territorial,Contratación Directa (con ofertas),Otro,V1.85121700,,,150,día(s),28300000,0,No,Cancelado,1,0,No Definido,No Definido,No Definido
CO1.REQ.10763150,INSTITUTO PARA EL DESARROLLO DEL CESAR,Cesar,Valledupar,Territorial,Contratación directa,Arrendamiento de inmuebles,V1.80131502,,,5,Mes(es),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9599587,FONDO DE DESARROLLO LOCAL DE SANTA FE,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,8,Mes(es),60000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1198556,FONDO FINANCIERO DISTRITAL DE SALUD..,Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,5,Mes(es),32655930,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6796990,E.S.E HOSPITAL SAN AGUSTIN DE FONSECA LA GUAJIRA,La Guajira,Fonseca,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101600,,,150,día(s),9685570,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10992322,HOSPITAL SAN JUAN DE DIOS EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE ANZOATEGUI,Tolima,No Definido,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111700,,,95,día(s),10695000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8609400,CORMACARENA,Meta,Villavicencio,Nacional,Contratación directa,Prestación de servicios,V1.77101700,,,4,Mes(es),10800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2744807,MINISTERIO DEL DEPORTE,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111701,,,11,Mes(es),55000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7960843,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL QUINDIO,Quindío,Circasia,Territorial,Contratación directa,Prestación de servicios,V1.80111601,,,3,Mes(es),7500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5639363,DIRECCIÓN DE SANIDAD EJÉRCITO1,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,11,Mes(es),43450000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9188072,ALCALDÍA MUNICIPAL DE EL SOCORRO,Santander,Socorro,Territorial,Selección abreviada subasta inversa,Compraventa,V1.46181500,,,30,día(s),110302800,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.1194869,CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - IBAGUE,Tolima,Ibagué,Nacional,Selección Abreviada de Menor Cuantía,Suministros,V1.15101505,2020-03-10T00:00:00.000,,9,Mes(es),120537913,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.4334378,SUPERINTENDENCIA NACIONAL DE SALUD,No Definido,No Definido,Nacional,Contratación Directa (con ofertas),Otro,V1.86111604,,2023-03-31T00:00:00.000,8,Mes(es),447801611,447801611,Si,Seleccionado,1,0,Distrito Capital de Bogotá,Bogotá,ESAP SEDE CENTRAL (Cuenta Oficial)
CO1.REQ.3071059,Wentidad Westatal,No Definido,No Definido,Territorial,Contratación régimen especial (con ofertas),Decreto 092 de 2017,V1.80131500,,,10,Mes(es),10000000,0,No,Borrador,0,0,No Definido,No Definido,No Definido
CO1.REQ.1762324,"COMISIÓN PARA EL ESCLARECIMIENTO DE LA VERDAD, LA CONVIVENCIA Y LA NO REPETICIÓN EN LIQUIDACIÓN",Distrito Capital de Bogotá,Bogotá,Corporación Autónoma,Contratación régimen especial,Decreto 092 de 2017,V1.80111620,,,180,día(s),31595576,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2925165,MUNICIPIO DE DUITAMA,Boyacá,Duitama,Territorial,Mínima cuantía,Prestación de servicios,V1.80111623,,,5,día(s),44550000,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10907837,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101604,,,36,día(s),6436109,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5868618,CONTRALORIA MUNICIPAL DE YUMBO,Valle del Cauca,Yumbo,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,Mes(es),24680000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6936237,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ ESE,Antioquia,No Definido,Territorial,Contratación régimen especial,Suministros,V1.42191500,,,3,día(s),11975304,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4901723,HMI,Atlántico,Soledad,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,60,día(s),3100000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4133460,GOBERNACIÓN DEL CAUCA,Cauca,Popayán,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,día(s),31220000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4269356,INSTITUCION EDUCATIVA CASD.,No Definido,No Definido,Nacional,Contratación régimen especial,Suministros,V1.31201500,,,245,día(s),17000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5449846,MUNICIPIO DE SINCELEJO,Sucre,Sincelejo,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,día(s),2000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8397183,ESE HOSPITAL MARINILLA,Antioquia,Marinilla,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.93131700,,,3,Mes(es),9000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3201253,HOSPITAL SAN RAFAEL EL CERRITO,Valle del Cauca,El Cerrito,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80101511,,,3,Mes(es),9240000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10721879,EMPRESA DE TRANSPORTE MASIVO DEL VALLE DE ABURRA LTDA,Antioquia,Bello,Territorial,Contratación régimen especial,Prestación de servicios,V1.81161502,,,1800,día(s),131516000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5331816,MUNICIPIO DE QUIMBAYA,Quindío,Quimbaya,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,38,día(s),1773333,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1526241,HOSPITAL CENTRAL DE LA POLICIA,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Suministros,V1.53131600,,2020-11-06T00:00:00.000,180,día(s),4177240909,590000000,Si,Seleccionado,0,0,No Definido,No Definido,TWITY SAS
CO1.REQ.4381820,ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,2,Mes(es),5000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7326676,ESE HOSPITAL SAN JUAN DE DIOS DE YARUMAL,Antioquia,Yarumal,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.44122022,,,1,día(s),260500,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7024204,CENTRO DE SALUD SANTIAGO DE MALLAMA ESE,Nariño,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,81,día(s),6000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9543088,HOSPITAL GENERAL SAN ISIDRO ESE,Caldas,Manizales,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111601,,,180,día(s),13411800,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6604936,HOSPITAL CENTRAL DE LA POLICIA,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Suministros,V1.41112100,,2024-09-27T00:00:00.000,120,día(s),1103969387,2142561,Si,Seleccionado,0,0,Distrito Capital de Bogotá,Bogotá,INNOVID SAS
CO1.REQ.2940812,CONTRALORIA GENERAL DE LA REPUBLICA- CGR- DEPARTAMENTAL GUAJIRA,No Definido,No Definido,Nacional,Selección Abreviada de Menor Cuantía,Prestación de servicios,V1.92121500,2022-03-14T00:00:00.000,,258,día(s),170000000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.9345108,FUERZA AEROESPACIAL COLOMBIANA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.25202200,,,25,día(s),2684123761,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10655713,"EMPRESA MUNICIPAL DE DESARROLLO URBANO, RURAL Y MINERO DE REMEDIOS",Antioquia,Remedios,Territorial,Contratación régimen especial,Prestación de servicios,V1.81141601,,,7,día(s),32190000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4626162,NARIÑO - IPS MUNICIPAL DE IPIALES E.S.E.,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85121802,,,152,día(s),8250000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7350600,ESE HOSPITAL SAN PEDRO,Magdalena,El Piñon,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101600,,,2,Mes(es),2800000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8328167,FONDO FINANCIERO DISTRITAL DE SALUD..,Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,120,día(s),32683248,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2144066,INSTITUTO MUNICIPAL DE EMPLEO Y FOMENTO EMPRESARIAL DE BUCARAMANGA,Santander,Bucaramanga,Territorial,Contratación directa,Arrendamiento de inmuebles,V1.80131500,,,4,día(s),17392905,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5776068,CAMARA DE REPRESENTANTES,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,314,día(s),125600000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8434063,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA - DIR TER NOROCCIDENTE - (DANE NOROCCIDENTE),Antioquia,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111500,,,100,día(s),11202833,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5030025,SENA REGIONAL CALDAS GRUPO ADMINISTRATIVO CPA,Caldas,La Dorada,Nacional,Solicitud de información a los Proveedores,No,V1.49161504,,,30,día(s),0,0,No,Cancelado,95,0,No Definido,No Definido,No Definido
CO1.REQ.7443736,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,0,día(s),21780000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10563091,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,Valle del Cauca,Cali,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.42295134,,,30,día(s),30651664,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9929947,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ ESE,Antioquia,No Definido,Territorial,Contratación régimen especial,Suministros,V1.41122400,,,3,día(s),42525480,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3679689,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.81111820,,,5,Mes(es),70595000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3973626,DEPARTAMENTO DE SANTANDER,Santander,Bucaramanga,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,4,Mes(es),14000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3060894,CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC- VALLEDUPAR,Cesar,Valledupar,Nacional,Mínima cuantía,Compraventa,V1.15121902,,2022-06-30T00:00:00.000,180,día(s),39747939,30050000,Si,Seleccionado,0,0,No Definido,No Definido,J.E FILTROS LTDA
CO1.REQ.6140369,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,"San Andrés, Providencia y Santa Catalina",San Andrés,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),23545884,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9696732,ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Territorial,Contratación directa,Prestación de servicios,V1.80111617,,,120,día(s),16400000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1403636,DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,Atlántico,Barranquilla,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,92,día(s),6000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2362657,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Solicitud de información a los Proveedores,No,V1.42151506,,,2,Mes(es),0,0,No,Evaluación,22,0,No Definido,No Definido,No Definido
CO1.REQ.6880464,E.S.E HOSPITAL SAN AGUSTIN DE FONSECA LA GUAJIRA,La Guajira,Fonseca,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.93151507,,,120,día(s),8000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8221238,MUNICIPIO DE SAN JOSE DE CUCUTA.,Norte de Santander,Cúcuta,Territorial,Solicitud de información a los Proveedores,No Especificado,V1.93151501,,,8,Mes(es),0,0,No,Cancelado,384,0,No Definido,No Definido,No Definido
CO1.REQ.356028,ESTABLECIMIENTO PENITENCIARIO LAS HELICONIAS,No Definido,No Definido,Nacional,Mínima cuantía,Suministros,V1.50202300,,,10,Mes(es),75818556,0,No,Cancelado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9663387,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,4,Mes(es),9084000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2906406,ENTerritorio S.A,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial (con ofertas),Otro,V1.93141902,,2022-02-24T00:00:00.000,0,día(s),0,79987294,Si,Seleccionado,0,0,Nariño,Pasto,Marcela Del Pilar Parra Barrera
CO1.REQ.3984193,INSTITUTO DEPARTAMENTAL DE BELLAS ARTES,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,214,día(s),30250000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7039847,ESE HOSPITAL MANUEL URIBE ANGEL,Antioquia,No Definido,Territorial,Contratación régimen especial,Suministros,V1.42295134,,,73,día(s),12323890,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.704742,E.S.E REGIÓN DE SALUD CENTRO ORIENTE ALMEIDAS,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111601,,,4,Mes(es),9568000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10377730,ESE HOSPITAL SAN JOSE DE MAICAO,La Guajira,Maicao,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111500,,,9,Mes(es),18550000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.171011,IGAC Sede Central *,Distrito Capital de Bogotá,No Definido,Nacional,Contratación Directa (con ofertas),Prestación de servicios,V1.86101610,,2017-05-26T00:00:00.000,225,día(s),15738818,15738818,Si,Seleccionado,1,0,Distrito Capital de Bogotá,No Definido,ANGIE LORENA AVENDAÑO GOMEZ
CO1.REQ.9559728,E.S.E. HOSPITAL MENTAL DE ANTIOQUIA-HOMO,No Definido,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111715,,,177,día(s),47280828,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7367290,ALCALDIA LOCAL DE FONTIBON,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Otro,V1.80101600,,,11,Mes(es),771780000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4793641,CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - ARMENIA,Quindío,Armenia,Nacional,Selección Abreviada de Menor Cuantía,Prestación de servicios,UNSPECIFIED,,2023-07-18T00:00:00.000,6,Mes(es),635683664,279902339,Si,Seleccionado,2,0,Distrito Capital de Bogotá,Bogotá,CENTRO ONCOLOGICO DEL CARIBE DE COLOMBIA SAS
CO1.REQ.763316,(Secretaría Distrital de Integración Social),Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111500,,,8,Mes(es),24720000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4910242,E.S.E HOSPITAL LOCAL NUESTRA SEÑORA SANTA ANA,Magdalena,Santa Ana,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,28,día(s),1000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8545249,Universidad Surcolombiana,Huila,Neiva,Nacional,Contratación régimen especial,Prestación de servicios,V1.80111600,,,0,día(s),4300000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2269503,GOBERNACIÓN DE BOYACÁ,Boyacá,Tunja,Territorial,Selección Abreviada de Menor Cuantía,Prestación de servicios,V1.78181500,,2021-10-20T00:00:00.000,3,Mes(es),705567000,705567000,Si,Seleccionado,3,0,Boyacá,Tunja,Almacen Auto Repuestos S.A.S
CO1.REQ.2845238,ALCALDIA DISTRITAL BARRANCABERMEJA,Santander,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111601,,,4,Mes(es),6800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4022628,ATENCION SEGURIDAD SOCIAL BIENESTAR SALUD EMPRESA DEL ESTADO,Caldas,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85101600,,,1,Mes(es),3520000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7031785,GOBIERNO DEPARTAMENTAL,Tolima,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,75,día(s),11500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9900747,ALCALDÍA MUNICIPIO DE BELLO,Antioquia,Bello,Territorial,Contratación directa,Prestación de servicios,V1.84111503,,,4,Mes(es),16800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5955510,ARMADA NACIONAL BASE NAVAL No. 6 ARC BOGOTA,Distrito Capital de Bogotá,Bogotá,Nacional,Selección Abreviada de Menor Cuantía,Prestación de servicios,V1.72154200,,,7,Mes(es),172698000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.6410925,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111701,,,195,día(s),40633450,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5945207,DIRECCION DE SANIDAD DE LA POLICIA NACIONAL - DISAN PONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80161500,,,210,día(s),45208037,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6616715,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE GIRARDOT,Cundinamarca,Girardot,Territorial,Contratación régimen especial,Otro,V1.95122001,,,5,Año(s),0,0,No,Publicado,0,0,No Definido,No Definido,No Definido
